id,score,href,fields.id,fields.uuid,fields.name,fields.status,fields.shortname,fields.homepage,fields.content_type,fields.type.id,fields.type.name,fields.country,fields.url,fields.url_alias,fields.date.changed,fields.date.created,fields.description,fields.redirects,fields.description-html,fields.longname,fields.logo.id,fields.logo.width,fields.logo.height,fields.logo.url,fields.logo.filename,fields.logo.mimetype,fields.logo.filesize,fields.spanish_name,fields.disclaimer
51053,1,https://api.reliefweb.int/v1/sources/51053,51053,d3d1535b-ef81-417c-93e6-fd026e1458c6,AACCES Support en Développement,inactive,AACCES,https://www.aacces-group.com/,['training'],275,Other,"[{'href': 'https://api.reliefweb.int/v1/countries/174', 'id': 174, 'name': 'Niger', 'shortname': 'Niger', 'iso3': 'ner', 'location': {'lat': 17.43, 'lon': 9.4}}]",https://reliefweb.int/taxonomy/term/51053,https://reliefweb.int/organization/aacces,2024-09-18T08:42:02+00:00,2022-02-14T04:50:25+00:00,"Since 2014, AACCES has been supporting international and non-governmental organizations, institutional actors, and private companies in the development, implementation, and management of their security, safety, and crisis management systems in the Sahel.

AACCES offers a wide range of services grouped under three headings: support (AACCES, Development Support), training (AACCES Training), and audit/evaluation (AACCES Risk Management).",,"<p>Since 2014, AACCES has been supporting international and non-governmental organizations, institutional actors, and private companies in the development, implementation, and management of their security, safety, and crisis management systems in the Sahel.</p>
<p>AACCES offers a wide range of services grouped under three headings: support (AACCES, Development Support), training (AACCES Training), and audit/evaluation (AACCES Risk Management).</p>
",,,,,,,,,,
48688,1,https://api.reliefweb.int/v1/sources/48688,48688,fdbe10af-cec6-4ee3-b539-fbb64da01dd6,AAN Associates,inactive,AAN Associates,https://aanassociates.com/,['job'],275,Other,"[{'href': 'https://api.reliefweb.int/v1/countries/182', 'id': 182, 'name': 'Pakistan', 'shortname': 'Pakistan', 'iso3': 'pak', 'location': {'lat': 29.97, 'lon': 69.39}}]",https://reliefweb.int/taxonomy/term/48688,https://reliefweb.int/organization/aan-associates,2024-10-09T08:42:01+00:00,2019-07-25T14:49:44+00:00,"AAN Associates has successfully delivered more than 110 professional assignments across 24 countries including East Asia and the Pacific, South & West Asia, North Africa, East and South Africa, West Africa and the Middle East. 
Possessing a vast network of over 1300 global partners and consultants with diversified professional background and outreach, our partners include development firms, think-tanks, universities and non-profit organisations. 

As a testament to our exceptional practices and excellent services delivery, AAN Associates holds long-term agreements (LTAs) with UN agencies (UNICEF and WFP), which places us amongst the pre-qualified vendors for evaluations globally. Our portfolio growth, along with the ability to continually adapt to global industry best practices, testifies AAN’s recognition as a ‘Trusted Partner.” Our robust management and operations systems have led AAN to set benchmarks for the highest quality service delivery, achieving excellence and taking pride in what we do.",,"<p>AAN Associates has successfully delivered more than 110 professional assignments across 24 countries including East Asia and the Pacific, South &amp; West Asia, North Africa, East and South Africa, West Africa and the Middle East.
Possessing a vast network of over 1300 global partners and consultants with diversified professional background and outreach, our partners include development firms, think-tanks, universities and non-profit organisations.</p>
<p>As a testament to our exceptional practices and excellent services delivery, AAN Associates holds long-term agreements (LTAs) with UN agencies (UNICEF and WFP), which places us amongst the pre-qualified vendors for evaluations globally. Our portfolio growth, along with the ability to continually adapt to global industry best practices, testifies AAN’s recognition as a ‘Trusted Partner.” Our robust management and operations systems have led AAN to set benchmarks for the highest quality service delivery, achieving excellence and taking pride in what we do.</p>
",,,,,,,,,,
50898,1,https://api.reliefweb.int/v1/sources/50898,50898,5c24ebbb-6399-4d58-a086-b8381cb0cac6,ABAAD – Resource Center for Gender Equality,inactive,ABAAD – Resource Center for Gender Equality,https://www.abaadmena.org/,"['job', 'training']",274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/137', 'id': 137, 'name': 'Lebanon', 'shortname': 'Lebanon', 'iso3': 'lbn', 'location': {'lat': 33.92, 'lon': 35.89}}]",https://reliefweb.int/taxonomy/term/50898,https://reliefweb.int/organization/abaad-resource-center-gender-equality,2025-01-01T08:42:01+00:00,2021-10-15T20:55:29+00:00,"ABAAD– Resource Center for Gender Equality is a UN ECOSOC accredited organization that aims to achieve gender equality as an essential condition to sustainable social and economic development in the MENA region.

The dynamic team is comprised of dedicated activists, lawyers, consultants, social workers and researchers, who creatively test new approaches as part of a larger effort to achieve an equitable society, free of hegemonic masculinities and violence against women.

As a leading actor on gender equality in the region, ABAAD is perceived as a reliable reference and partner by the local, regional and international entities that promote gender equality, peacebuilding and sustainable development.

ABAAD has been the co-chair of the National Technical Task Force to End GBV against Women and Girls (alongside the Lebanese Ministry of Social Affairs) since 2012.",,"<p>ABAAD– Resource Center for Gender Equality is a UN ECOSOC accredited organization that aims to achieve gender equality as an essential condition to sustainable social and economic development in the MENA region.</p>
<p>The dynamic team is comprised of dedicated activists, lawyers, consultants, social workers and researchers, who creatively test new approaches as part of a larger effort to achieve an equitable society, free of hegemonic masculinities and violence against women.</p>
<p>As a leading actor on gender equality in the region, ABAAD is perceived as a reliable reference and partner by the local, regional and international entities that promote gender equality, peacebuilding and sustainable development.</p>
<p>ABAAD has been the co-chair of the National Technical Task Force to End GBV against Women and Girls (alongside the Lebanese Ministry of Social Affairs) since 2012.</p>
",,,,,,,,,,
43679,1,https://api.reliefweb.int/v1/sources/43679,43679,2cb62f44-3f0b-436b-b511-6da79e1b2817,ABC Color,inactive,ABC Color,http://www.abc.com.py,['report'],273,Media,"[{'href': 'https://api.reliefweb.int/v1/countries/186', 'id': 186, 'name': 'Paraguay', 'shortname': 'Paraguay', 'iso3': 'pry', 'location': {'lat': -23.24, 'lon': -58.39}}]",https://reliefweb.int/taxonomy/term/43679,https://reliefweb.int/organization/abc-color,2025-02-25T13:29:30+00:00,2017-08-23T17:57:31+00:00,,,,ABC Color,,,,,,,,ABC Color,
806,1,https://api.reliefweb.int/v1/sources/806,806,,ABColombia,active,ABC Group,http://www.abcolombia.org.uk/,"['job', 'report']",274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/243', 'id': 243, 'name': 'United Kingdom of Great Britain and Northern Ireland', 'shortname': 'UK', 'iso3': 'gbr', 'location': {'lat': 52.58, 'lon': -1.43}}]",https://reliefweb.int/taxonomy/term/806,https://reliefweb.int/organization/abc-group,2023-11-08T19:42:50+00:00,1996-10-01T00:00:00+00:00,"ABColombia is the advocacy project of a group of five leading UK and Irish organisations with programmes in Colombia: the Catholic Agency for Overseas Development (CAFOD), Christian Aid, Oxfam, the Scottish Catholic International Aid Fund (SCIAF) and Trócaire. Amnesty International and Peace Brigades International (PBI) are observers.

Founded in 1997, ABColombia’s purpose is to influence decision makers in the UK and Ireland and through them, international/intergovernmental level decision making with a view to resolving the human rights and humanitarian crisis in Colombia and achieve a lasting peace and equitable and sustainable development.

ABColombia advocates in favour of human and environmental rights, peace, justice and sustainable development, women rights and equality, and the rights of marginalised communities. ABColombia develops the collective advocacy work of its members. Our members work with around 100 partner organisations in Colombia, most of whom are marginalised communities with little access to decision-making forums nationally or internationally",,"<p>ABColombia is the advocacy project of a group of five leading UK and Irish organisations with programmes in Colombia: the Catholic Agency for Overseas Development (CAFOD), Christian Aid, Oxfam, the Scottish Catholic International Aid Fund (SCIAF) and Trócaire. Amnesty International and Peace Brigades International (PBI) are observers.</p>
<p>Founded in 1997, ABColombia’s purpose is to influence decision makers in the UK and Ireland and through them, international/intergovernmental level decision making with a view to resolving the human rights and humanitarian crisis in Colombia and achieve a lasting peace and equitable and sustainable development.</p>
<p>ABColombia advocates in favour of human and environmental rights, peace, justice and sustainable development, women rights and equality, and the rights of marginalised communities. ABColombia develops the collective advocacy work of its members. Our members work with around 100 partner organisations in Colombia, most of whom are marginalised communities with little access to decision-making forums nationally or internationally</p>
",ABColombia Group,,,,,,,,Agencias Británicas e Irlandesas trabajando en Colombia,
9417,1,https://api.reliefweb.int/v1/sources/9417,9417,a73a8ce7-4cbc-4699-8d07-8d13a94d270b,ACAPS,active,ACAPS,https://www.acaps.org/en/,"['job', 'report', 'training']",270,Academic and Research Institution,"[{'href': 'https://api.reliefweb.int/v1/countries/225', 'id': 225, 'name': 'Switzerland', 'shortname': 'Switzerland', 'iso3': 'che', 'location': {'lat': 46.8, 'lon': 8.23}}]",https://reliefweb.int/taxonomy/term/9417,https://reliefweb.int/organization/acaps,2024-09-24T06:53:55+00:00,1996-10-01T00:00:00+00:00,"ACAPS is an independent information provider that is free from the bias or vested interests of any specific enterprise, sector, or region. As independent specialists in humanitarian needs analysis and assessment, we are not affiliated with the UN or any other organisation. This helps guarantee that our analysis is objective and evidence-based.

ACAPS was established in 2009 as a nonprofit, nongovernmental project with the aim of conducting independent, groundbreaking humanitarian analysis to help humanitarian workers, influencers, fundraisers, and donors make better-informed decisions.

Our team consists of about 100 professionals located around the world and is reinforced by a pool of experienced consultants. While the ACAPS Analysis Team is dedicated primarily to researching and analysing global and crisis-specific data, we also gather information on deployments and build partnerships and collaborations with other organisations. A separate team devoted to communications, fundraising, finance, and training also supports ACAPS’ work.",,"<p>ACAPS is an independent information provider that is free from the bias or vested interests of any specific enterprise, sector, or region. As independent specialists in humanitarian needs analysis and assessment, we are not affiliated with the UN or any other organisation. This helps guarantee that our analysis is objective and evidence-based.</p>
<p>ACAPS was established in 2009 as a nonprofit, nongovernmental project with the aim of conducting independent, groundbreaking humanitarian analysis to help humanitarian workers, influencers, fundraisers, and donors make better-informed decisions.</p>
<p>Our team consists of about 100 professionals located around the world and is reinforced by a pool of experienced consultants. While the ACAPS Analysis Team is dedicated primarily to researching and analysing global and crisis-specific data, we also gather information on deployments and build partnerships and collaborations with other organisations. A separate team devoted to communications, fundraising, finance, and training also supports ACAPS’ work.</p>
",ACAPS,342291,73,73,https://reliefweb.int/sites/default/files/images/sources/fb/a5/fba50e29-2367-36c8-939f-d658398760df.png,RvHxK9Or_bigger.png,image/png,5465,ACAPS,
4105,1,https://api.reliefweb.int/v1/sources/4105,4105,,ACCIÓN AG,inactive,ACCIÓN AG,http://www.accionag.cl/,['report'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/57', 'id': 57, 'name': 'Chile', 'shortname': 'Chile', 'iso3': 'chl', 'location': {'lat': -37.72, 'lon': -72.31}}]",https://reliefweb.int/taxonomy/term/4105,https://reliefweb.int/organization/accion-ag,2023-05-31T20:21:59+00:00,1996-10-01T00:00:00+00:00,,['https://reliefweb.int/organization/acci-n-ag'],,,,,,,,,,,
2046,1,https://api.reliefweb.int/v1/sources/2046,2046,,ACCRA Summit signatories,inactive,ACCRA,,['report'],275,Other,"[{'href': 'https://api.reliefweb.int/v1/countries/69', 'id': 69, 'name': ""Côte d'Ivoire"", 'shortname': ""Côte d'Ivoire"", 'iso3': 'civ', 'location': {'lat': 7.81, 'lon': -5.38}}]",https://reliefweb.int/taxonomy/term/2046,https://reliefweb.int/organization/accra,2018-02-08T16:38:46+00:00,1996-10-01T00:00:00+00:00,,,,ACCRA Summit signatories,,,,,,,,,
815,1,https://api.reliefweb.int/v1/sources/815,815,,ACDI/VOCA,active,ACDI/VOCA,http://www.acdivoca.org,['job'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/245', 'id': 245, 'name': 'United States of America', 'shortname': 'USA', 'iso3': 'usa', 'location': {'lat': 39.38, 'lon': -97.92}}]",https://reliefweb.int/taxonomy/term/815,https://reliefweb.int/organization/acdivoca,2023-11-03T23:11:48+00:00,1996-10-01T00:00:00+00:00,,,,ACDI/VOCA,,,,,,,,,
1171,1,https://api.reliefweb.int/v1/sources/1171,1171,,ACSUR - Las Segovias,inactive,ACSUR,http://www.acsur.org,['report'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/218', 'id': 218, 'name': 'Spain', 'shortname': 'Spain', 'iso3': 'esp', 'location': {'lat': 40.3, 'lon': -3.28}}]",https://reliefweb.int/taxonomy/term/1171,https://reliefweb.int/organization/acsur,2023-11-07T19:55:36+00:00,1996-10-01T00:00:00+00:00,,,,La AsociaciÛn para la CooperaciÛn con el Sur - Las Segovias,,,,,,,,ACSUR - Las Segovias,
4304,1,https://api.reliefweb.int/v1/sources/4304,4304,f62a6cea-ac04-463b-af42-0feeed96e8b6,ACT Alliance,active,ACT Alliance,http://www.actalliance.org/,"['job', 'report', 'training']",274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/225', 'id': 225, 'name': 'Switzerland', 'shortname': 'Switzerland', 'iso3': 'che', 'location': {'lat': 46.8, 'lon': 8.23}}]",https://reliefweb.int/taxonomy/term/4304,https://reliefweb.int/organization/act-alliance,2025-04-21T06:35:58+00:00,1996-10-01T00:00:00+00:00,"ACT Alliance is composed of more than 140 faith-based member organisations working in long-term development, advocacy and humanitarian assistance.   
- Our members work in more than 120 countries   
- Our members employ more than 30,000 staff and volunteers   
- Our members mobilise approximately more than $ 2 billions each year    
- The alliance is supported by an international Secretariat of approximately 35 staff based in Geneva, Bangkok, New York, Toronto, Amman, Bogotà, Nairobi and Brussels.    
- ACT Alliance was established on 1 January 2010 by bringing together the vision, resources, the people of the organisations who have been working together since 1995 as ACT International and since 2003 as ACT Development.",,"<p>ACT Alliance is composed of more than 140 faith-based member organisations working in long-term development, advocacy and humanitarian assistance.</p>
<ul>
<li>Our members work in more than 120 countries</li>
<li>Our members employ more than 30,000 staff and volunteers</li>
<li>Our members mobilise approximately more than $ 2 billions each year</li>
<li>The alliance is supported by an international Secretariat of approximately 35 staff based in Geneva, Bangkok, New York, Toronto, Amman, Bogotà, Nairobi and Brussels.</li>
<li>ACT Alliance was established on 1 January 2010 by bringing together the vision, resources, the people of the organisations who have been working together since 1995 as ACT International and since 2003 as ACT Development.</li>
</ul>
",,576716,400,400,https://reliefweb.int/sites/default/files/images/sources/cc/58/cc58950b-4ede-3c48-b1e7-810cb61a9e12.jpg,Act Alliance Logo.jpg,image/jpeg,9962,,
12267,1,https://api.reliefweb.int/v1/sources/12267,12267,24389764-27d4-4862-93d1-dbf4ee7dcb1d,ADD International,inactive,ADD International,http://www.add.org.uk/,['job'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/243', 'id': 243, 'name': 'United Kingdom of Great Britain and Northern Ireland', 'shortname': 'UK', 'iso3': 'gbr', 'location': {'lat': 52.58, 'lon': -1.43}}]",https://reliefweb.int/taxonomy/term/12267,https://reliefweb.int/organization/add-international,2024-09-25T08:42:01+00:00,1996-10-01T00:00:00+00:00,,,,ADD International,,,,,,,,,
14007,1,https://api.reliefweb.int/v1/sources/14007,14007,0e5ad2e2-b4c1-4f4f-af56-a5ada7133073,ADE,inactive,ADE,http://www.ade.eu/,['job'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/34', 'id': 34, 'name': 'Belgium', 'shortname': 'Belgium', 'iso3': 'bel', 'location': {'lat': 50.64, 'lon': 4.66}}]",https://reliefweb.int/taxonomy/term/14007,https://reliefweb.int/organization/ade,2024-09-18T08:42:02+00:00,2014-02-03T15:19:38+00:00,,,,ADE,,,,,,,,,
514,1,https://api.reliefweb.int/v1/sources/514,514,,ADPP Mozambique,inactive,ADPP,http://www.adpp-mozambique.org/,"['job', 'report']",274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/164', 'id': 164, 'name': 'Mozambique', 'shortname': 'Mozambique', 'iso3': 'moz', 'location': {'lat': -18.09, 'lon': 34.75}}]",https://reliefweb.int/taxonomy/term/514,https://reliefweb.int/organization/adpp,2023-11-15T08:42:01+00:00,1996-10-01T00:00:00+00:00,"ADPP Mozambique is a Mozambican Non-Governmental Association that works across Quality Education, Health and Well-being, Sustainable Agriculture, and the Environment.

Established in 1982, we have grown steadily ever since, expanding our expertise and project delivery. We employ approximately 3,300 people and implement over 60 projects across all provinces of the country. Our projects benefit approximately 6.5 million Mozambicans each year.",,"<p>ADPP Mozambique is a Mozambican Non-Governmental Association that works across Quality Education, Health and Well-being, Sustainable Agriculture, and the Environment.</p>
<p>Established in 1982, we have grown steadily ever since, expanding our expertise and project delivery. We employ approximately 3,300 people and implement over 60 projects across all provinces of the country. Our projects benefit approximately 6.5 million Mozambicans each year.</p>
",Ajuda de Desenvolvimento de Povo para Povo,,,,,,,,,
51118,1,https://api.reliefweb.int/v1/sources/51118,51118,a03776fb-4244-4dcc-bebf-e8653a1e35d6,ADRA Deutschland e.V.,inactive,ADRA,https://adra.de/ueber-adra/adra-stellt-sich-vor/,['job'],274,Non-governmental Organization,"[{'href': 'https://api.reliefweb.int/v1/countries/101', 'id': 101, 'name': 'Germany', 'shortname': 'Germany', 'iso3': 'deu', 'location': {'lat': 51.13, 'lon': 10.02}}]",https://reliefweb.int/taxonomy/term/51118,https://reliefweb.int/organization/adra-0,2025-03-19T08:42:01+00:00,2022-03-28T20:02:54+00:00,,,,,,,,,,,,,
52308,1,https://api.reliefweb.int/v1/sources/52308,52308,647d1ae6-7ad0-4376-8257-4c52737a99f9,AF Development Care,active,AFDC,https://afdc.in/index.php,"['job', 'training']",275,Other,"[{'href': 'https://api.reliefweb.int/v1/countries/119', 'id': 119, 'name': 'India', 'shortname': 'India', 'iso3': 'ind', 'location': {'lat': 22.76, 'lon': 79.28}}]",https://reliefweb.int/taxonomy/term/52308,https://reliefweb.int/organization/afdc,2025-04-06T23:54:00+00:00,2025-03-12T11:29:28+00:00,"AF Development Care (AFDC) is a global evaluation agency specializing in assessing development programs and projects across diverse and challenging contexts. With a reputation for delivering evidence-based insights, we work with government bodies, international organizations, civil society groups, and private-sector partners to ensure accountability, learning, and impact in development initiatives.",,"<p>AF Development Care (AFDC) is a global evaluation agency specializing in assessing development programs and projects across diverse and challenging contexts. With a reputation for delivering evidence-based insights, we work with government bodies, international organizations, civil society groups, and private-sector partners to ensure accountability, learning, and impact in development initiatives.</p>
",AF Development Care LLP,,,,,,,,,
