iso3,country_entity,amount,date,country,region_code,region_name,sub_region_code,sub_region_name,intermediate_region_code,intermediate_region_name,m49_code,iso_alpha2_code,is_LDC,is_LLDC,is_SIDS,is_G77,is_EU,is_G20,is_AU,is_P5,is_UN_member,is_OECD,world_bank_income_group,world_bank_lending_category,UN_regional_group,oecd_is_fragile,worldbank_fragility,worldbank_is_fragile,has_rc,has_mco,has_unsdg_framework
ALB,Albania,1234820,2022,Albania,150,Europe,039,Southern Europe,NA,NA,008,AL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ALB,Albania,1049406,2023,Albania,150,Europe,039,Southern Europe,NA,NA,008,AL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ALB,Albania,1009204,2024,Albania,150,Europe,039,Southern Europe,NA,NA,008,AL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ALB,Albania,834262,2025,Albania,150,Europe,039,Southern Europe,NA,NA,008,AL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,994681,2019,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,1237618,2020,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,1261922,2021,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,1224913,2022,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,1156870,2023,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,1226517,2024,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
DZA,Algeria,754591,2025,Algeria,002,Africa,015,Northern Africa,NA,NA,012,DZ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1785639,2019,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1517618,2020,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1863733,2021,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,2008195,2022,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1749919,2023,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1802139,2024,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
AGO,Angola,1187663,2025,Angola,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,024,AO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,604920,2019,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1350800,2020,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1299654,2021,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1281298,2022,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1276087,2023,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1457609,2024,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARG,Argentina,1037307,2025,Argentina,019,Americas,419,Latin America and the Caribbean,005,South America,032,AR,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,917092,2019,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,1000490,2020,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,845161,2021,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,976352,2022,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,984863,2023,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,1124381,2024,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
ARM,Armenia,782717,2025,Armenia,142,Asia,145,Western Asia,NA,NA,051,AM,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1231115,2019,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1143871,2020,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1041051,2021,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1274625,2022,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1142542,2023,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,1270309,2024,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
AZE,Azerbaijan,757700,2025,Azerbaijan,142,Asia,145,Western Asia,NA,NA,031,AZ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,1069777,2019,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,904258,2020,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,1024538,2021,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,1603382,2022,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,1226663,2023,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,1236135,2024,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BHR,Bahrain,720421,2025,Bahrain,142,Asia,145,Western Asia,NA,NA,048,BH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,NA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1188683,2019,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1440543,2020,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1499715,2021,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1316443,2022,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1219815,2023,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,1389184,2024,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BGD,Bangladesh,859776,2025,Bangladesh,142,Asia,034,Southern Asia,NA,NA,050,BD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
BRB,Barbados,1519713,2019,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,1887388,2020,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,2167748,2021,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,2954451,2022,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,2787031,2023,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,2861258,2024,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BRB,Barbados,1920125,2025,Barbados,019,Americas,419,Latin America and the Caribbean,029,Caribbean,052,BB,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLR,Belarus,1147798,2019,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,1163942,2020,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,1337966,2021,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,1229270,2022,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,753698,2023,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,1181821,2024,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLR,Belarus,688126,2025,Belarus,150,Europe,151,Eastern Europe,NA,NA,112,BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BLZ,Belize,328199,2019,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,553367,2020,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,623981,2021,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,634964,2022,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,621012,2023,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,516420,2024,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BLZ,Belize,378874,2025,Belize,019,Americas,419,Latin America and the Caribbean,013,Central America,084,BZ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,Blend,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,TRUE,FALSE
BEN,Benin,1035092,2019,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,1048976,2020,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,1022356,2021,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,1060018,2022,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,930481,2023,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,1138858,2024,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BEN,Benin,603184,2025,Benin,002,Africa,202,Sub-Saharan Africa,011,Western Africa,204,BJ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
BTN,Bhutan,1017077,2019,Bhutan,142,Asia,034,Southern Asia,NA,NA,064,BT,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
