id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,sourceObjects,destinationObjects,boundary,onBoundary,reportDetails,refCode
289003,39115,,2020,,financial,2023-09-20T21:09:53.912Z,2021-02-18T00:00:00Z,2021-02-18T00:00:00Z,"Rohingya Humanitarian Crisis Joint Response Plan
--- Youth from host communities and Rohingya Camps in Cox's Bazar as Agents of Change Adolescents and youth, particularly girls and young women are agents of change and drivers of a protective environment through enhanced skills and opportunities.
--- BMZ
--- Protection - Child Protection",['earmarked'],1.0026,2023-11-01T00:00:00Z,Standard,"['Multiyear', 'BMZ']",True,39217.0,EUR,Traditional aid,292366.0,paid,2025-03-24T13:34:05.108Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '41', 'name': '2020', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1212', 'name': 'Rohingya Humanitarian Crisis Joint Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '9820', 'name': 'Plan International Bangladesh', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7771', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'single'}, {'type': 'Location', 'id': '19', 'name': 'Bangladesh', 'behavior': 'single'}, {'type': 'Project', 'id': '222772', 'name': 'SPACE (Strengthening  Protection Action throgh Community Engagement)', 'behavior': 'single', 'code': 'RBGD25-PRO-222772-1'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Plan International Bangladesh', 'reportChannel': 'Email', 'date': '2023-11-01T00:00:00.000Z'}]",BP f196	WFP-SOM-123
291004,0,8750000.0,2023,"[291005, 291006, 291007]",financial,2023-10-06T02:25:21.388Z,2023-09-12T00:00:00Z,2023-09-12T00:00:00Z,Mine Action Intervention in Explosive Ordnance Contained Areas in Ukraine ,,0.9143,2023-10-05T00:00:00Z,Parked,"['Mine action', 'Multiyear']",True,0.0,EUR,Traditional aid,,commitment,2025-01-16T17:27:48.884Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]","[{'type': 'Organization', 'id': '2991', 'name': ""Norwegian People's Aid"", 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '234', 'name': 'Ukraine', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-05T00:00:00.000Z'}]",UKR/UKR/NPA/2023/04
291007,1600000,,2025,,financial,2023-10-06T02:25:22.273Z,2023-09-12T00:00:00Z,2023-09-12T00:00:00Z,Mine Action Intervention in Explosive Ordnance Contained Areas in Ukraine ,['earmarked'],0.914,2023-10-05T00:00:00Z,Standard,"['Mine action', 'Multiyear']",True,1500000.0,EUR,Traditional aid,291004.0,commitment,2025-01-16T17:27:48.768Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1271', 'name': 'Ukraine Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '2991', 'name': ""Norwegian People's Aid"", 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7984', 'name': 'Protection', 'behavior': 'single'}, {'type': 'GlobalCluster', 'id': '15', 'name': 'Protection - Mine Action', 'behavior': 'single'}, {'type': 'Location', 'id': '234', 'name': 'Ukraine', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-05T00:00:00.000Z'}]",UKR/UKR/NPA/2023/04
291076,0,3400700.0,2023,"[291082, 291083, 291078, 291079, 291084, 291077, 291080, 291081]",in kind,2023-10-07T02:25:31.323Z,2023-10-05T00:00:00Z,2023-10-05T00:00:00Z,Humedica,,0.948,2023-10-06T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2025-01-16T12:25:39.895Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}]","[{'type': 'Organization', 'id': '3341', 'name': 'Humedica', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-06T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SUD/Humed
291081,511460,511460.0,2025,,in kind,2023-10-07T02:25:32.840Z,2023-10-05T00:00:00Z,2023-10-05T00:00:00Z,Duration From 010923 to 310826 (35 months),,0.948,2023-10-06T00:00:00Z,Parked,['Multiyear'],True,484864.0,EUR,Traditional aid,291076.0,commitment,2023-10-09T08:51:52.079Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '3341', 'name': 'Humedica', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '4', 'name': 'Emergency Shelter and NFI', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'Location', 'id': '133', 'name': 'Madagascar', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-06T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SUD/Humed
291082,685987,685987.0,2025,,in kind,2023-10-07T02:25:33.119Z,2023-10-05T00:00:00Z,2023-10-05T00:00:00Z,Duration From 010923 to 310826 (35 months),,0.948,2023-10-06T00:00:00Z,Parked,['Multiyear'],True,650316.0,EUR,Traditional aid,291076.0,commitment,2025-01-16T12:25:39.752Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '3341', 'name': 'Humedica', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '4', 'name': 'Emergency Shelter and NFI', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '152', 'name': 'Mozambique', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-06T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SUD/Humed
291090,0,4968354.0,2023,"[291095, 291092, 291091, 291094, 291096, 291093]",in kind,2023-10-08T02:25:21.873Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,DRC & S. Sudan,['softly earmarked'],0.948,2023-10-07T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2025-02-06T08:05:58.962Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]","[{'type': 'Organization', 'id': '8582', 'name': 'Oxfam GB', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '52', 'name': 'Democratic Republic of the Congo', 'behavior': 'shared'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/MIT/Oxfam
291095,834219,,2025,,in kind,2024-05-29T02:26:04.068Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,Germany,['softly earmarked'],0.941,2023-10-07T00:00:00Z,Standard,['Multiyear'],True,785000.0,EUR,Traditional aid,291090.0,commitment,2025-02-06T08:05:58.835Z,2,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1261', 'name': 'République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '744', 'name': 'Oxfam', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '8000', 'name': 'Sécurité alimentaire', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7998', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7994', 'name': 'Eau, hygiène & assainissement', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '52', 'name': 'Democratic Republic of the Congo', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Deutsche Gesellschaft für Internationale Zusammenarbeit', 'reportChannel': 'From EDRIS', 'date': '2024-05-28T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/MIT/Oxfam
291096,828059,,2025,,in kind,2024-05-29T02:26:04.356Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,multi,['softly earmarked'],0.948,2023-10-07T00:00:00Z,Standard,['Multiyear'],True,785000.0,EUR,Traditional aid,291090.0,commitment,2024-12-18T21:20:18.923Z,2,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1223', 'name': 'South Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '8582', 'name': 'Oxfam GB', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['Internationally Affiliated Organizations'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7813', 'name': 'Food Security and Livelihoods', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7817', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7820', 'name': 'Water, Sanitation and Hygiene', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Deutsche Gesellschaft für Internationale Zusammenarbeit', 'reportChannel': 'From EDRIS', 'date': '2024-05-28T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/MIT/Oxfam
291097,0,5432489.0,2023,"[291100, 291099, 291098, 291117]",in kind,2023-10-08T02:25:24.161Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,Sudan emergency,['unearmarked'],0.948,2023-10-07T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2025-01-02T16:58:44.921Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4389', 'name': 'Deutsche Welthungerhilfe e.V. (German Agro Action)', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '12', 'name': 'Protection - Child Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '212', 'name': 'Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SDN/DWHH/
291100,896624,,2025,,in kind,2023-10-08T02:25:25.173Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,Sudan emergency,['unearmarked'],0.948,2023-10-07T00:00:00Z,Standard,['Multiyear'],True,850000.0,EUR,Traditional aid,291097.0,commitment,2025-01-02T16:58:44.826Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'single'}]","[{'type': 'Plan', 'id': '1220', 'name': 'Sudan Humanitarian Needs and Response Plan 2025', 'behavior': 'single'}, {'type': 'Organization', 'id': '4389', 'name': 'Deutsche Welthungerhilfe e.V. (German Agro Action)', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Cluster', 'id': '7779', 'name': 'Food Security and Livelihoods', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7782', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7783', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7785', 'name': 'Emergency Shelter and Non-Food Items', 'behavior': 'shared'}, {'type': 'Cluster', 'id': '7787', 'name': 'Water, Sanitation and Hygiene', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '6', 'name': 'Food Security', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '4', 'name': 'Emergency Shelter and NFI', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '212', 'name': 'Sudan', 'behavior': 'single'}, {'type': 'Emergency', 'id': '957', 'name': 'Sudan Complex Emergency 2023', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SDN/DWHH/
291101,0,6012658.0,2023,"[291104, 291102, 291103]",financial,2023-10-08T02:25:25.900Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,"Integrated action to support health, nutrition, WASH and MHPSS in areas of acute food insecurity ans malnutrition in Yemen.",,0.948,2023-10-07T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2024-02-25T17:37:09.359Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]","[{'type': 'Organization', 'id': '4536', 'name': 'Action Contre la Faim - Action Against Hunger International', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '248', 'name': 'Yemen', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",AA-321.50-YEM/YEM/AktiongHung/
291104,1803797,1803797.0,2025,,financial,2023-10-08T02:25:26.817Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,"Integrated action to support health, nutrition, WASH and MHPSS in areas of acute food insecurity ans malnutrition in Yemen.",,0.948,2023-10-07T00:00:00Z,Parked,['Multiyear'],True,1710000.0,EUR,Traditional aid,291101.0,commitment,2023-10-09T08:48:16.014Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]","[{'type': 'Organization', 'id': '4536', 'name': 'Action Contre la Faim - Action Against Hunger International', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'GlobalCluster', 'id': '7', 'name': 'Health', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '9', 'name': 'Nutrition', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '10', 'name': 'Protection', 'behavior': 'shared'}, {'type': 'GlobalCluster', 'id': '11', 'name': 'Water Sanitation Hygiene', 'behavior': 'shared'}, {'type': 'Location', 'id': '248', 'name': 'Yemen', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'single'}]",incoming,single,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",AA-321.50-YEM/YEM/AktiongHung/
291105,0,4746835.0,2023,"[291109, 291106, 291108, 291107]",in kind,2023-10-08T02:25:27.521Z,2023-10-06T00:00:00Z,2023-10-06T00:00:00Z,south sudan,['softly earmarked'],0.948,2023-10-07T00:00:00Z,Parked,['Multiyear'],True,0.0,EUR,Traditional aid,,commitment,2024-12-18T21:33:27.705Z,1,"[{'type': 'Organization', 'id': '4306', 'name': 'Germany, Government of', 'behavior': 'single', 'organizationTypes': ['Governments'], 'organizationSubTypes': ['National Governments'], 'organizationLevels': ['National and Sub-National State Actors']}, {'type': 'Location', 'id': '83', 'name': 'Germany', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}]","[{'type': 'Organization', 'id': '4534', 'name': 'Help - Hilfe zur Selbsthilfe e.V.', 'behavior': 'single', 'organizationTypes': ['NGOs'], 'organizationSubTypes': ['International NGOs'], 'organizationLevels': ['International Actors']}, {'type': 'Location', 'id': '211', 'name': 'South Sudan', 'behavior': 'single'}, {'type': 'UsageYear', 'id': '44', 'name': '2023', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '45', 'name': '2024', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '46', 'name': '2025', 'behavior': 'shared'}, {'type': 'UsageYear', 'id': '47', 'name': '2026', 'behavior': 'shared'}]",incoming,shared,"[{'sourceType': 'Primary', 'organization': 'Germany, Government of', 'reportChannel': 'From EDRIS', 'date': '2023-10-07T00:00:00.000Z'}]",BF-F-PF-2-321.50/AFR/SSD/Help/
